Date,Symbol,Price,Open,High,Low,Vol.,Change %,Sector,Name,Industry
"Sep 06, 2021",2222,31.91,31.86,31.91,31.82,3.24M,0.00%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Sep 05, 2021",2222,31.91,31.82,31.95,31.82,3.22M,0.00%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Sep 02, 2021",2222,31.91,31.82,31.91,31.77,2.47M,0.29%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Sep 01, 2021",2222,31.82,31.86,31.91,31.82,3.25M,-0.43%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 31, 2021",2222,31.95,31.73,31.95,31.73,8.25M,0.29%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 30, 2021",2222,31.86,31.73,31.86,31.59,5.13M,0.43%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 29, 2021",2222,31.73,31.59,31.77,31.59,1.90M,0.14%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 26, 2021",2222,31.68,31.64,31.68,31.55,1.75M,0.14%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 25, 2021",2222,31.64,31.59,31.68,31.55,2.25M,0.00%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 24, 2021",2222,31.64,31.45,31.64,31.45,2.74M,0.87%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 23, 2021",2222,31.36,31.73,31.77,31.36,4.87M,-1.15%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 22, 2021",2222,31.73,31.77,31.77,31.64,2.29M,-0.14%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 19, 2021",2222,31.77,31.86,31.95,31.64,4.98M,-0.29%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 18, 2021",2222,31.86,31.95,32.05,31.86,4.43M,-0.57%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 17, 2021",2222,32.05,31.82,32.05,31.77,10.48M,0.71%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
